   T*            lnz         +/-        psat          +/-       rho_v       +/-        rho_l        +/-          u_v         +/-          u_l         +/- 
8.380E-01  -4.873199E+00  1.30E-05  6.816143E-03  6.58E-07  8.680039E-03  8.74E-07  7.824030E-01  4.87E-05  -9.274531E-02  2.38E-05  -5.565533E+00  3.16E-04 
8.390E-01  -4.865201E+00  1.41E-05  6.881833E-03  6.65E-07  8.757241E-03  8.79E-07  7.819389E-01  4.90E-05  -9.348691E-02  2.39E-05  -5.561576E+00  3.17E-04 
8.400E-01  -4.857227E+00  1.55E-05  6.947990E-03  6.72E-07  8.834949E-03  8.85E-07  7.814744E-01  4.92E-05  -9.423275E-02  2.39E-05  -5.557617E+00  3.19E-04 
8.410E-01  -4.849276E+00  1.69E-05  7.014615E-03  6.79E-07  8.913166E-03  8.90E-07  7.810096E-01  4.93E-05  -9.498287E-02  2.40E-05  -5.553656E+00  3.19E-04 
8.420E-01  -4.841348E+00  1.83E-05  7.081712E-03  6.85E-07  8.991893E-03  8.95E-07  7.805443E-01  4.94E-05  -9.573727E-02  2.40E-05  -5.549694E+00  3.20E-04 
8.430E-01  -4.833444E+00  1.95E-05  7.149283E-03  6.92E-07  9.071133E-03  9.01E-07  7.800787E-01  4.94E-05  -9.649597E-02  2.41E-05  -5.545730E+00  3.20E-04 
8.440E-01  -4.825562E+00  2.05E-05  7.217328E-03  6.99E-07  9.150888E-03  9.06E-07  7.796126E-01  4.93E-05  -9.725898E-02  2.41E-05  -5.541764E+00  3.19E-04 
8.450E-01  -4.817704E+00  2.13E-05  7.285850E-03  7.06E-07  9.231160E-03  9.11E-07  7.791462E-01  4.92E-05  -9.802632E-02  2.42E-05  -5.537796E+00  3.18E-04 
8.460E-01  -4.809869E+00  2.20E-05  7.354851E-03  7.13E-07  9.311952E-03  9.16E-07  7.786793E-01  4.90E-05  -9.879800E-02  2.42E-05  -5.533827E+00  3.16E-04 
8.470E-01  -4.802058E+00  2.25E-05  7.424333E-03  7.20E-07  9.393265E-03  9.21E-07  7.782121E-01  4.87E-05  -9.957403E-02  2.42E-05  -5.529856E+00  3.14E-04 
8.480E-01  -4.794269E+00  2.29E-05  7.494298E-03  7.27E-07  9.475101E-03  9.27E-07  7.777444E-01  4.84E-05  -1.003544E-01  2.43E-05  -5.525883E+00  3.12E-04 
8.490E-01  -4.786503E+00  2.32E-05  7.564748E-03  7.34E-07  9.557464E-03  9.32E-07  7.772763E-01  4.80E-05  -1.011392E-01  2.43E-05  -5.521909E+00  3.09E-04 
8.500E-01  -4.778760E+00  2.35E-05  7.635685E-03  7.41E-07  9.640354E-03  9.37E-07  7.768079E-01  4.76E-05  -1.019284E-01  2.43E-05  -5.517932E+00  3.06E-04 
8.510E-01  -4.771040E+00  2.38E-05  7.707111E-03  7.48E-07  9.723775E-03  9.42E-07  7.763390E-01  4.71E-05  -1.027220E-01  2.43E-05  -5.513954E+00  3.03E-04 
8.520E-01  -4.763343E+00  2.40E-05  7.779028E-03  7.55E-07  9.807729E-03  9.47E-07  7.758697E-01  4.65E-05  -1.035201E-01  2.44E-05  -5.509974E+00  2.99E-04 
8.530E-01  -4.755668E+00  2.43E-05  7.851438E-03  7.62E-07  9.892217E-03  9.52E-07  7.753999E-01  4.60E-05  -1.043226E-01  2.44E-05  -5.505993E+00  2.94E-04 
8.540E-01  -4.748016E+00  2.46E-05  7.924343E-03  7.70E-07  9.977243E-03  9.57E-07  7.749298E-01  4.53E-05  -1.051295E-01  2.44E-05  -5.502009E+00  2.90E-04 
8.550E-01  -4.740387E+00  2.49E-05  7.997744E-03  7.77E-07  1.006281E-02  9.62E-07  7.744593E-01  4.46E-05  -1.059409E-01  2.44E-05  -5.498024E+00  2.85E-04 
8.560E-01  -4.732780E+00  2.51E-05  8.071645E-03  7.84E-07  1.014891E-02  9.67E-07  7.739883E-01  4.39E-05  -1.067569E-01  2.44E-05  -5.494037E+00  2.79E-04 
8.570E-01  -4.725196E+00  2.54E-05  8.146047E-03  7.91E-07  1.023557E-02  9.71E-07  7.735169E-01  4.31E-05  -1.075773E-01  2.44E-05  -5.490049E+00  2.74E-04 
8.580E-01  -4.717633E+00  2.57E-05  8.220951E-03  7.99E-07  1.032276E-02  9.76E-07  7.730451E-01  4.23E-05  -1.084023E-01  2.45E-05  -5.486058E+00  2.68E-04 
8.590E-01  -4.710093E+00  2.59E-05  8.296361E-03  8.06E-07  1.041051E-02  9.81E-07  7.725729E-01  4.14E-05  -1.092318E-01  2.45E-05  -5.482066E+00  2.62E-04 
8.600E-01  -4.702576E+00  2.62E-05  8.372277E-03  8.13E-07  1.049880E-02  9.85E-07  7.721003E-01  4.05E-05  -1.100659E-01  2.45E-05  -5.478072E+00  2.56E-04 
8.610E-01  -4.695080E+00  2.65E-05  8.448703E-03  8.20E-07  1.058765E-02  9.89E-07  7.716272E-01  3.96E-05  -1.109045E-01  2.45E-05  -5.474077E+00  2.49E-04 
8.620E-01  -4.687606E+00  2.67E-05  8.525639E-03  8.27E-07  1.067706E-02  9.94E-07  7.711538E-01  3.86E-05  -1.117477E-01  2.45E-05  -5.470080E+00  2.42E-04 
8.630E-01  -4.680154E+00  2.69E-05  8.603089E-03  8.34E-07  1.076702E-02  9.98E-07  7.706799E-01  3.76E-05  -1.125956E-01  2.45E-05  -5.466080E+00  2.35E-04 
8.640E-01  -4.672724E+00  2.72E-05  8.681053E-03  8.41E-07  1.085754E-02  1.00E-06  7.702056E-01  3.66E-05  -1.134480E-01  2.45E-05  -5.462080E+00  2.28E-04 
8.650E-01  -4.665315E+00  2.74E-05  8.759534E-03  8.47E-07  1.094863E-02  1.01E-06  7.697309E-01  3.56E-05  -1.143051E-01  2.45E-05  -5.458077E+00  2.21E-04 
8.660E-01  -4.657928E+00  2.76E-05  8.838534E-03  8.54E-07  1.104028E-02  1.01E-06  7.692557E-01  3.45E-05  -1.151668E-01  2.46E-05  -5.454072E+00  2.14E-04 
8.670E-01  -4.650563E+00  2.78E-05  8.918056E-03  8.60E-07  1.113249E-02  1.01E-06  7.687802E-01  3.35E-05  -1.160332E-01  2.46E-05  -5.450066E+00  2.06E-04 
8.680E-01  -4.643219E+00  2.81E-05  8.998100E-03  8.67E-07  1.122528E-02  1.02E-06  7.683042E-01  3.24E-05  -1.169043E-01  2.46E-05  -5.446058E+00  1.99E-04 
8.690E-01  -4.635896E+00  2.83E-05  9.078669E-03  8.73E-07  1.131864E-02  1.02E-06  7.678278E-01  3.13E-05  -1.177801E-01  2.46E-05  -5.442048E+00  1.91E-04 
8.700E-01  -4.628595E+00  2.84E-05  9.159766E-03  8.79E-07  1.141257E-02  1.02E-06  7.673510E-01  3.02E-05  -1.186606E-01  2.46E-05  -5.438036E+00  1.84E-04 
8.710E-01  -4.621315E+00  2.86E-05  9.241391E-03  8.85E-07  1.150708E-02  1.03E-06  7.668737E-01  2.90E-05  -1.195459E-01  2.46E-05  -5.434023E+00  1.76E-04 
8.720E-01  -4.614056E+00  2.88E-05  9.323547E-03  8.90E-07  1.160217E-02  1.03E-06  7.663961E-01  2.79E-05  -1.204359E-01  2.46E-05  -5.430007E+00  1.69E-04 
8.730E-01  -4.606818E+00  2.90E-05  9.406237E-03  8.96E-07  1.169783E-02  1.03E-06  7.659180E-01  2.68E-05  -1.213307E-01  2.46E-05  -5.425990E+00  1.61E-04 
8.740E-01  -4.599601E+00  2.92E-05  9.489461E-03  9.01E-07  1.179409E-02  1.04E-06  7.654394E-01  2.57E-05  -1.222302E-01  2.46E-05  -5.421971E+00  1.54E-04 
8.750E-01  -4.592405E+00  2.93E-05  9.573223E-03  9.06E-07  1.189093E-02  1.04E-06  7.649604E-01  2.46E-05  -1.231346E-01  2.46E-05  -5.417950E+00  1.47E-04 
8.760E-01  -4.585230E+00  2.95E-05  9.657524E-03  9.11E-07  1.198836E-02  1.04E-06  7.644810E-01  2.35E-05  -1.240437E-01  2.47E-05  -5.413927E+00  1.39E-04 
8.770E-01  -4.578075E+00  2.96E-05  9.742366E-03  9.16E-07  1.208638E-02  1.04E-06  7.640011E-01  2.25E-05  -1.249577E-01  2.47E-05  -5.409902E+00  1.32E-04 
8.780E-01  -4.570942E+00  2.98E-05  9.827751E-03  9.21E-07  1.218499E-02  1.05E-06  7.635208E-01  2.14E-05  -1.258766E-01  2.47E-05  -5.405875E+00  1.26E-04 
8.790E-01  -4.563828E+00  2.99E-05  9.913681E-03  9.25E-07  1.228420E-02  1.05E-06  7.630401E-01  2.04E-05  -1.268003E-01  2.47E-05  -5.401846E+00  1.19E-04 
8.800E-01  -4.556735E+00  3.01E-05  1.000016E-02  9.29E-07  1.238401E-02  1.05E-06  7.625589E-01  1.94E-05  -1.277289E-01  2.47E-05  -5.397815E+00  1.13E-04 
8.810E-01  -4.549663E+00  3.02E-05  1.008718E-02  9.33E-07  1.248442E-02  1.05E-06  7.620772E-01  1.85E-05  -1.286624E-01  2.47E-05  -5.393782E+00  1.07E-04 
8.820E-01  -4.542611E+00  3.03E-05  1.017476E-02  9.37E-07  1.258543E-02  1.05E-06  7.615951E-01  1.75E-05  -1.296008E-01  2.47E-05  -5.389747E+00  1.01E-04 
8.830E-01  -4.535579E+00  3.04E-05  1.026289E-02  9.41E-07  1.268705E-02  1.06E-06  7.611126E-01  1.67E-05  -1.305441E-01  2.48E-05  -5.385709E+00  9.60E-05 
8.840E-01  -4.528568E+00  3.06E-05  1.035158E-02  9.44E-07  1.278928E-02  1.06E-06  7.606295E-01  1.58E-05  -1.314924E-01  2.48E-05  -5.381670E+00  9.12E-05 
8.850E-01  -4.521576E+00  3.07E-05  1.044082E-02  9.47E-07  1.289212E-02  1.06E-06  7.601460E-01  1.50E-05  -1.324457E-01  2.48E-05  -5.377629E+00  8.67E-05 
8.860E-01  -4.514605E+00  3.08E-05  1.053063E-02  9.50E-07  1.299557E-02  1.06E-06  7.596620E-01  1.42E-05  -1.334040E-01  2.48E-05  -5.373585E+00  8.27E-05 
8.870E-01  -4.507654E+00  3.09E-05  1.062099E-02  9.53E-07  1.309964E-02  1.07E-06  7.591776E-01  1.35E-05  -1.343672E-01  2.49E-05  -5.369539E+00  7.92E-05 
8.880E-01  -4.500722E+00  3.10E-05  1.071192E-02  9.56E-07  1.320433E-02  1.07E-06  7.586927E-01  1.28E-05  -1.353355E-01  2.49E-05  -5.365491E+00  7.62E-05 
8.890E-01  -4.493811E+00  3.12E-05  1.080341E-02  9.58E-07  1.330964E-02  1.07E-06  7.582073E-01  1.22E-05  -1.363088E-01  2.49E-05  -5.361441E+00  7.36E-05 
8.900E-01  -4.486919E+00  3.13E-05  1.089547E-02  9.61E-07  1.341558E-02  1.07E-06  7.577214E-01  1.16E-05  -1.372872E-01  2.50E-05  -5.357389E+00  7.15E-05 
8.910E-01  -4.480046E+00  3.14E-05  1.098810E-02  9.63E-07  1.352214E-02  1.08E-06  7.572350E-01  1.11E-05  -1.382707E-01  2.50E-05  -5.353334E+00  7.00E-05 
8.920E-01  -4.473194E+00  3.15E-05  1.108130E-02  9.65E-07  1.362933E-02  1.08E-06  7.567482E-01  1.06E-05  -1.392592E-01  2.50E-05  -5.349277E+00  6.89E-05 
8.930E-01  -4.466361E+00  3.16E-05  1.117507E-02  9.67E-07  1.373715E-02  1.08E-06  7.562608E-01  1.02E-05  -1.402529E-01  2.51E-05  -5.345217E+00  6.83E-05 
8.940E-01  -4.459547E+00  3.18E-05  1.126942E-02  9.68E-07  1.384560E-02  1.08E-06  7.557730E-01  9.91E-06  -1.412516E-01  2.51E-05  -5.341156E+00  6.82E-05 
8.950E-01  -4.452753E+00  3.19E-05  1.136435E-02  9.70E-07  1.395470E-02  1.09E-06  7.552846E-01  9.64E-06  -1.422556E-01  2.52E-05  -5.337091E+00  6.85E-05 
8.960E-01  -4.445978E+00  3.20E-05  1.145986E-02  9.72E-07  1.406443E-02  1.09E-06  7.547958E-01  9.45E-06  -1.432647E-01  2.52E-05  -5.333025E+00  6.93E-05 
8.970E-01  -4.439222E+00  3.22E-05  1.155595E-02  9.73E-07  1.417481E-02  1.10E-06  7.543064E-01  9.34E-06  -1.442789E-01  2.53E-05  -5.328956E+00  7.05E-05 
8.980E-01  -4.432485E+00  3.23E-05  1.165262E-02  9.74E-07  1.428583E-02  1.10E-06  7.538165E-01  9.32E-06  -1.452984E-01  2.54E-05  -5.324885E+00  7.21E-05 
8.990E-01  -4.425768E+00  3.25E-05  1.174988E-02  9.76E-07  1.439750E-02  1.10E-06  7.533262E-01  9.39E-06  -1.463231E-01  2.54E-05  -5.320811E+00  7.42E-05 
9.000E-01  -4.419069E+00  3.26E-05  1.184772E-02  9.77E-07  1.450982E-02  1.11E-06  7.528353E-01  9.56E-06  -1.473530E-01  2.55E-05  -5.316734E+00  7.67E-05 
9.010E-01  -4.412390E+00  3.28E-05  1.194615E-02  9.78E-07  1.462279E-02  1.12E-06  7.523439E-01  9.84E-06  -1.483882E-01  2.56E-05  -5.312656E+00  7.96E-05 
9.020E-01  -4.405729E+00  3.29E-05  1.204518E-02  9.79E-07  1.473642E-02  1.12E-06  7.518520E-01  1.02E-05  -1.494287E-01  2.57E-05  -5.308574E+00  8.29E-05 
9.030E-01  -4.399087E+00  3.31E-05  1.214480E-02  9.80E-07  1.485071E-02  1.13E-06  7.513595E-01  1.07E-05  -1.504744E-01  2.57E-05  -5.304490E+00  8.67E-05 
9.040E-01  -4.392464E+00  3.33E-05  1.224502E-02  9.81E-07  1.496566E-02  1.13E-06  7.508666E-01  1.13E-05  -1.515255E-01  2.58E-05  -5.300404E+00  9.09E-05 
9.050E-01  -4.385860E+00  3.34E-05  1.234583E-02  9.82E-07  1.508127E-02  1.14E-06  7.503731E-01  1.19E-05  -1.525819E-01  2.59E-05  -5.296315E+00  9.56E-05 
9.060E-01  -4.379274E+00  3.36E-05  1.244724E-02  9.84E-07  1.519755E-02  1.15E-06  7.498791E-01  1.27E-05  -1.536436E-01  2.60E-05  -5.292224E+00  1.01E-04 
9.070E-01  -4.372707E+00  3.38E-05  1.254926E-02  9.85E-07  1.531450E-02  1.16E-06  7.493846E-01  1.36E-05  -1.547107E-01  2.62E-05  -5.288130E+00  1.06E-04 
9.080E-01  -4.366158E+00  3.40E-05  1.265188E-02  9.86E-07  1.543212E-02  1.17E-06  7.488895E-01  1.45E-05  -1.557832E-01  2.63E-05  -5.284033E+00  1.12E-04 
9.090E-01  -4.359628E+00  3.42E-05  1.275510E-02  9.87E-07  1.555042E-02  1.18E-06  7.483939E-01  1.55E-05  -1.568611E-01  2.64E-05  -5.279934E+00  1.18E-04 
9.100E-01  -4.353116E+00  3.44E-05  1.285893E-02  9.89E-07  1.566940E-02  1.19E-06  7.478978E-01  1.65E-05  -1.579444E-01  2.65E-05  -5.275832E+00  1.25E-04 
9.110E-01  -4.346622E+00  3.47E-05  1.296337E-02  9.91E-07  1.578905E-02  1.20E-06  7.474011E-01  1.76E-05  -1.590332E-01  2.66E-05  -5.271727E+00  1.32E-04 
9.120E-01  -4.340147E+00  3.49E-05  1.306843E-02  9.92E-07  1.590939E-02  1.21E-06  7.469039E-01  1.88E-05  -1.601274E-01  2.68E-05  -5.267620E+00  1.39E-04 
9.130E-01  -4.333689E+00  3.51E-05  1.317410E-02  9.94E-07  1.603042E-02  1.22E-06  7.464062E-01  2.00E-05  -1.612271E-01  2.69E-05  -5.263511E+00  1.47E-04 
9.140E-01  -4.327250E+00  3.54E-05  1.328038E-02  9.96E-07  1.615214E-02  1.24E-06  7.459079E-01  2.12E-05  -1.623323E-01  2.71E-05  -5.259398E+00  1.55E-04 
9.150E-01  -4.320829E+00  3.56E-05  1.338728E-02  9.99E-07  1.627455E-02  1.25E-06  7.454091E-01  2.25E-05  -1.634430E-01  2.72E-05  -5.255283E+00  1.63E-04 
9.160E-01  -4.314426E+00  3.59E-05  1.349481E-02  1.00E-06  1.639765E-02  1.27E-06  7.449097E-01  2.38E-05  -1.645593E-01  2.74E-05  -5.251165E+00  1.71E-04 
9.170E-01  -4.308040E+00  3.61E-05  1.360295E-02  1.00E-06  1.652146E-02  1.28E-06  7.444098E-01  2.51E-05  -1.656812E-01  2.76E-05  -5.247045E+00  1.80E-04 
9.180E-01  -4.301673E+00  3.64E-05  1.371172E-02  1.01E-06  1.664596E-02  1.30E-06  7.439093E-01  2.64E-05  -1.668086E-01  2.77E-05  -5.242922E+00  1.89E-04 
9.190E-01  -4.295323E+00  3.66E-05  1.382111E-02  1.01E-06  1.677117E-02  1.32E-06  7.434083E-01  2.78E-05  -1.679416E-01  2.79E-05  -5.238796E+00  1.97E-04 
9.200E-01  -4.288991E+00  3.69E-05  1.393113E-02  1.01E-06  1.689709E-02  1.33E-06  7.429068E-01  2.91E-05  -1.690802E-01  2.81E-05  -5.234667E+00  2.06E-04 
9.210E-01  -4.282676E+00  3.72E-05  1.404179E-02  1.02E-06  1.702371E-02  1.35E-06  7.424047E-01  3.04E-05  -1.702245E-01  2.83E-05  -5.230536E+00  2.15E-04 
9.220E-01  -4.276379E+00  3.75E-05  1.415307E-02  1.02E-06  1.715105E-02  1.37E-06  7.419021E-01  3.18E-05  -1.713744E-01  2.85E-05  -5.226402E+00  2.24E-04 
9.230E-01  -4.270100E+00  3.77E-05  1.426499E-02  1.03E-06  1.727911E-02  1.39E-06  7.413989E-01  3.31E-05  -1.725300E-01  2.87E-05  -5.222265E+00  2.33E-04 
9.240E-01  -4.263837E+00  3.80E-05  1.437755E-02  1.03E-06  1.740788E-02  1.41E-06  7.408952E-01  3.44E-05  -1.736914E-01  2.89E-05  -5.218126E+00  2.42E-04 
9.250E-01  -4.257593E+00  3.83E-05  1.449074E-02  1.03E-06  1.753738E-02  1.44E-06  7.403909E-01  3.57E-05  -1.748584E-01  2.91E-05  -5.213984E+00  2.50E-04 
9.260E-01  -4.251365E+00  3.86E-05  1.460457E-02  1.04E-06  1.766760E-02  1.46E-06  7.398861E-01  3.70E-05  -1.760312E-01  2.94E-05  -5.209839E+00  2.59E-04 
9.270E-01  -4.245155E+00  3.89E-05  1.471905E-02  1.05E-06  1.779855E-02  1.48E-06  7.393807E-01  3.83E-05  -1.772097E-01  2.96E-05  -5.205692E+00  2.68E-04 
9.280E-01  -4.238962E+00  3.92E-05  1.483417E-02  1.05E-06  1.793023E-02  1.51E-06  7.388748E-01  3.95E-05  -1.783941E-01  2.98E-05  -5.201542E+00  2.76E-04 
9.290E-01  -4.232786E+00  3.94E-05  1.494994E-02  1.06E-06  1.806265E-02  1.53E-06  7.383683E-01  4.07E-05  -1.795842E-01  3.01E-05  -5.197389E+00  2.85E-04 
9.300E-01  -4.226628E+00  3.97E-05  1.506636E-02  1.06E-06  1.819580E-02  1.56E-06  7.378613E-01  4.19E-05  -1.807802E-01  3.03E-05  -5.193234E+00  2.93E-04 
9.310E-01  -4.220486E+00  4.00E-05  1.518342E-02  1.07E-06  1.832969E-02  1.58E-06  7.373538E-01  4.31E-05  -1.819820E-01  3.05E-05  -5.189076E+00  3.01E-04 
9.320E-01  -4.214361E+00  4.03E-05  1.530114E-02  1.08E-06  1.846433E-02  1.61E-06  7.368457E-01  4.42E-05  -1.831897E-01  3.08E-05  -5.184915E+00  3.09E-04 
9.330E-01  -4.208253E+00  4.05E-05  1.541952E-02  1.09E-06  1.859972E-02  1.64E-06  7.363371E-01  4.53E-05  -1.844032E-01  3.11E-05  -5.180752E+00  3.17E-04 
9.340E-01  -4.202162E+00  4.08E-05  1.553855E-02  1.09E-06  1.873585E-02  1.67E-06  7.358279E-01  4.64E-05  -1.856227E-01  3.13E-05  -5.176586E+00  3.24E-04 
9.350E-01  -4.196087E+00  4.11E-05  1.565824E-02  1.10E-06  1.887274E-02  1.70E-06  7.353183E-01  4.75E-05  -1.868481E-01  3.16E-05  -5.172417E+00  3.32E-04 
9.360E-01  -4.190030E+00  4.13E-05  1.577859E-02  1.11E-06  1.901038E-02  1.72E-06  7.348080E-01  4.85E-05  -1.880795E-01  3.18E-05  -5.168246E+00  3.39E-04 
9.370E-01  -4.183989E+00  4.16E-05  1.589960E-02  1.12E-06  1.914879E-02  1.75E-06  7.342973E-01  4.96E-05  -1.893169E-01  3.21E-05  -5.164072E+00  3.47E-04 
9.380E-01  -4.177964E+00  4.18E-05  1.602128E-02  1.13E-06  1.928795E-02  1.78E-06  7.337860E-01  5.06E-05  -1.905602E-01  3.24E-05  -5.159896E+00  3.54E-04 
9.390E-01  -4.171956E+00  4.20E-05  1.614362E-02  1.14E-06  1.942789E-02  1.82E-06  7.332741E-01  5.16E-05  -1.918096E-01  3.26E-05  -5.155717E+00  3.61E-04 
9.400E-01  -4.165965E+00  4.22E-05  1.626664E-02  1.15E-06  1.956859E-02  1.85E-06  7.327618E-01  5.26E-05  -1.930650E-01  3.29E-05  -5.151535E+00  3.68E-04 
9.410E-01  -4.159989E+00  4.24E-05  1.639032E-02  1.16E-06  1.971007E-02  1.88E-06  7.322489E-01  5.36E-05  -1.943265E-01  3.32E-05  -5.147351E+00  3.75E-04 
9.420E-01  -4.154031E+00  4.26E-05  1.651468E-02  1.17E-06  1.985232E-02  1.91E-06  7.317355E-01  5.45E-05  -1.955941E-01  3.35E-05  -5.143165E+00  3.82E-04 
9.430E-01  -4.148088E+00  4.28E-05  1.663971E-02  1.18E-06  1.999535E-02  1.94E-06  7.312215E-01  5.55E-05  -1.968678E-01  3.37E-05  -5.138975E+00  3.89E-04 
9.440E-01  -4.142162E+00  4.30E-05  1.676543E-02  1.19E-06  2.013916E-02  1.97E-06  7.307071E-01  5.65E-05  -1.981476E-01  3.40E-05  -5.134784E+00  3.95E-04 
9.450E-01  -4.136251E+00  4.31E-05  1.689182E-02  1.20E-06  2.028376E-02  2.01E-06  7.301921E-01  5.75E-05  -1.994336E-01  3.43E-05  -5.130589E+00  4.02E-04 
9.460E-01  -4.130357E+00  4.32E-05  1.701889E-02  1.21E-06  2.042915E-02  2.04E-06  7.296766E-01  5.85E-05  -2.007258E-01  3.46E-05  -5.126393E+00  4.09E-04 
9.470E-01  -4.124479E+00  4.34E-05  1.714664E-02  1.22E-06  2.057534E-02  2.07E-06  7.291605E-01  5.95E-05  -2.020242E-01  3.48E-05  -5.122193E+00  4.15E-04 
9.480E-01  -4.118617E+00  4.35E-05  1.727508E-02  1.23E-06  2.072232E-02  2.10E-06  7.286440E-01  6.05E-05  -2.033288E-01  3.51E-05  -5.117992E+00  4.22E-04 
9.490E-01  -4.112771E+00  4.36E-05  1.740421E-02  1.24E-06  2.087010E-02  2.14E-06  7.281269E-01  6.15E-05  -2.046396E-01  3.54E-05  -5.113787E+00  4.29E-04 
9.500E-01  -4.106941E+00  4.36E-05  1.753403E-02  1.25E-06  2.101868E-02  2.17E-06  7.276093E-01  6.25E-05  -2.059568E-01  3.56E-05  -5.109581E+00  4.35E-04 
9.510E-01  -4.101126E+00  4.37E-05  1.766454E-02  1.26E-06  2.116807E-02  2.20E-06  7.270911E-01  6.35E-05  -2.072802E-01  3.59E-05  -5.105371E+00  4.42E-04 
9.520E-01  -4.095328E+00  4.37E-05  1.779574E-02  1.27E-06  2.131827E-02  2.24E-06  7.265724E-01  6.45E-05  -2.086100E-01  3.62E-05  -5.101159E+00  4.49E-04 
9.530E-01  -4.089545E+00  4.38E-05  1.792764E-02  1.29E-06  2.146928E-02  2.27E-06  7.260532E-01  6.56E-05  -2.099461E-01  3.64E-05  -5.096945E+00  4.55E-04 
9.540E-01  -4.083777E+00  4.38E-05  1.806023E-02  1.30E-06  2.162112E-02  2.30E-06  7.255335E-01  6.66E-05  -2.112886E-01  3.67E-05  -5.092728E+00  4.62E-04 
9.550E-01  -4.078025E+00  4.37E-05  1.819353E-02  1.31E-06  2.177377E-02  2.33E-06  7.250132E-01  6.76E-05  -2.126375E-01  3.69E-05  -5.088509E+00  4.68E-04 
9.560E-01  -4.072289E+00  4.37E-05  1.832753E-02  1.32E-06  2.192725E-02  2.37E-06  7.244924E-01  6.87E-05  -2.139928E-01  3.72E-05  -5.084286E+00  4.74E-04 
9.570E-01  -4.066568E+00  4.37E-05  1.846223E-02  1.33E-06  2.208155E-02  2.40E-06  7.239711E-01  6.97E-05  -2.153546E-01  3.74E-05  -5.080062E+00  4.81E-04 
9.580E-01  -4.060863E+00  4.36E-05  1.859764E-02  1.34E-06  2.223669E-02  2.43E-06  7.234492E-01  7.07E-05  -2.167228E-01  3.76E-05  -5.075834E+00  4.87E-04 
9.590E-01  -4.055173E+00  4.35E-05  1.873376E-02  1.35E-06  2.239267E-02  2.46E-06  7.229267E-01  7.17E-05  -2.180976E-01  3.78E-05  -5.071604E+00  4.93E-04 
9.600E-01  -4.049498E+00  4.34E-05  1.887058E-02  1.36E-06  2.254948E-02  2.49E-06  7.224037E-01  7.27E-05  -2.194788E-01  3.81E-05  -5.067372E+00  4.98E-04 
9.610E-01  -4.043839E+00  4.33E-05  1.900812E-02  1.37E-06  2.270714E-02  2.53E-06  7.218801E-01  7.36E-05  -2.208667E-01  3.83E-05  -5.063136E+00  5.04E-04 
9.620E-01  -4.038195E+00  4.32E-05  1.914638E-02  1.38E-06  2.286564E-02  2.56E-06  7.213560E-01  7.46E-05  -2.222610E-01  3.85E-05  -5.058898E+00  5.09E-04 
9.630E-01  -4.032566E+00  4.31E-05  1.928535E-02  1.39E-06  2.302499E-02  2.59E-06  7.208313E-01  7.55E-05  -2.236620E-01  3.87E-05  -5.054657E+00  5.14E-04 
9.640E-01  -4.026952E+00  4.29E-05  1.942504E-02  1.40E-06  2.318520E-02  2.62E-06  7.203060E-01  7.63E-05  -2.250697E-01  3.88E-05  -5.050413E+00  5.19E-04 
9.650E-01  -4.021353E+00  4.27E-05  1.956544E-02  1.41E-06  2.334627E-02  2.65E-06  7.197801E-01  7.71E-05  -2.264840E-01  3.90E-05  -5.046167E+00  5.24E-04 
9.660E-01  -4.015769E+00  4.25E-05  1.970658E-02  1.42E-06  2.350820E-02  2.68E-06  7.192537E-01  7.79E-05  -2.279049E-01  3.92E-05  -5.041917E+00  5.28E-04 
9.670E-01  -4.010200E+00  4.23E-05  1.984843E-02  1.43E-06  2.367099E-02  2.71E-06  7.187266E-01  7.86E-05  -2.293326E-01  3.93E-05  -5.037665E+00  5.31E-04 
9.680E-01  -4.004645E+00  4.21E-05  1.999102E-02  1.44E-06  2.383466E-02  2.74E-06  7.181989E-01  7.93E-05  -2.307670E-01  3.95E-05  -5.033409E+00  5.35E-04 
9.690E-01  -3.999106E+00  4.19E-05  2.013433E-02  1.45E-06  2.399920E-02  2.76E-06  7.176707E-01  7.99E-05  -2.322082E-01  3.96E-05  -5.029150E+00  5.38E-04 
9.700E-01  -3.993582E+00  4.17E-05  2.027838E-02  1.46E-06  2.416461E-02  2.79E-06  7.171418E-01  8.04E-05  -2.336562E-01  3.98E-05  -5.024889E+00  5.40E-04 
9.710E-01  -3.988072E+00  4.14E-05  2.042315E-02  1.47E-06  2.433091E-02  2.82E-06  7.166122E-01  8.09E-05  -2.351110E-01  3.99E-05  -5.020624E+00  5.42E-04 
9.720E-01  -3.982577E+00  4.11E-05  2.056866E-02  1.48E-06  2.449810E-02  2.85E-06  7.160821E-01  8.13E-05  -2.365726E-01  4.00E-05  -5.016356E+00  5.44E-04 
9.730E-01  -3.977096E+00  4.09E-05  2.071491E-02  1.49E-06  2.466617E-02  2.87E-06  7.155512E-01  8.17E-05  -2.380411E-01  4.01E-05  -5.012084E+00  5.45E-04 
9.740E-01  -3.971630E+00  4.06E-05  2.086190E-02  1.50E-06  2.483514E-02  2.90E-06  7.150198E-01  8.19E-05  -2.395165E-01  4.02E-05  -5.007809E+00  5.46E-04 
9.750E-01  -3.966178E+00  4.03E-05  2.100963E-02  1.51E-06  2.500500E-02  2.93E-06  7.144876E-01  8.21E-05  -2.409989E-01  4.03E-05  -5.003531E+00  5.46E-04 
